Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,tweets,mentions,pro,group
@msimmonsva22,,,474,8,0.285624,0.327843,0,1,0,3,unclear/neutral
@thejoyhoney,,,474,0,0,0,0,0,3,,
@MsIngaSpoke,,,1560,9,0.223644,0.24518,0,,,,
@sarahchalke,,,1560,0,0,0,0,,,,
@msj5005,,,4323,8,0.286741,0.330502,0,,,,
@CaliBrooke2,,,4323,0,0,0,0,,,,
@mskathygold,,,133,9,0.233655,0.25837,0,1,0,1,anti
@MsKenman2008,,,5274,8,0.282848,0.321183,0,,,,
@trmason63,,,5274,8,0.282848,0.321183,0,,,,
@MsKittyPretty,,,1560,11,0.155179,0.165067,0,,,,
@ClassicFilmDame,,,1560,0,0,0,0,,,,
@threelilbirdsss,,,1560,10,0.182845,0.19474,437,,,,
@MSkotnicki,,,4323,8,0.283679,0.323304,0,,,,
@kaysintBB,,,4323,0,0,0,0,,,,
@Tia_Barracini,,,4323,8,0.294993,0.339772,32.2,1,0,3,unclear/neutral
@mskristinawong,,,616,8,0.282383,0.319626,0,,,,
@MSkulker,,,5962,8,0.28441,0.323296,0,,,,
@MsLaurel,,,96,1,1,1,0,,,,
@MsLisaBaby,,,3370,9,0.231296,0.253744,0,,,,
@Eelowan,,,3370,0,0,0,0,,,,
@MsLisaRich,,,474,9,0.246467,0.271416,0,,,,
@mslovejones,,,5275,8,0.282383,0.319626,0,1,0,0,anti
@msmarymck,,,1253,8,0.333333,0.374407,0,1,0,3,unclear/neutral
@Ken_in_Cincy,,,1253,0,0,0,0,,,,
@MsMaslin1,,,54,8,0.283959,0.323706,0,,,,
@MsMeDear,,,73,8,0.282848,0.321183,0,,,,
@Msmelimel85,,,5276,8,0.282383,0.319626,0,,,,
@MsMellieB,,,4323,8,0.283312,0.322733,1,1,0,3,unclear/neutral
@OWNTV,,,4323,0,0,0,0,,,,
@MsMorales1968,,,5277,1,1,1,0,,,,
@HouseDemocrats,,,49,0,0,0,0,,,,
@MsNikkiNicole79,,,2651,9,0.22523,0.252026,0,,,,
@MrsSOsbourne,,,2651,0,0,0,0,,,,
@sherylunderwood,,,2651,0,0,0,0,0,1,,
@TheRealEve,,,2651,0,0,0,0,,,,
@JamilaHunter,,,616,0,0,0,0,,,,
@Project_Veritas,,,616,0,0,0,0,,,,
@roseanneonabc,,,616,0,0,0,0,,,,
@MsPatsyy,,,4039,8,0.283215,0.321755,0,,,,
@mspearl49,,,54,8,0.283766,0.324616,0,,,,
@gramyc44,,,54,0,0,0,0,,,,
@MsPiggy02,,,1085,9,0.220596,0.238429,0,1,0,0,anti
@msprzy,,,5278,8,0.282383,0.319626,0,,,,
@msroncon,,,5279,8,0.282383,0.319626,0,,,,
@MSROSALYN,,,5280,8,0.282383,0.319626,0,1,0,1,anti
@MsSmurphy,,,5281,8,0.282383,0.319626,0,,,,
@MsSwis,,,5282,9,0.246328,0.270269,0,,,,
@MsTiffanyBarker,,,5283,8,0.282566,0.320773,0,,,,
@MSueirro,,,5314,8,0.297943,0.338397,0,,,,
@MSueRobertson,,,5284,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@mswaswal,,,5285,8,0.294673,0.33396,0,,,,
@sbouchard67,,,5285,0,0,0,0,,,,
@msysauer,,,4323,8,0.293801,0.335185,0,,,,
@mt_meadow,,,5286,8,0.282383,0.319626,0,1,0,1,anti
@mtaft48,,,663,8,0.289695,0.332044,0,,,,
@mtbow1000,,,5287,8,0.282383,0.319626,0,,,,
@MTE_Detroit,,,3370,9,0.225575,0.250061,0,,,,
@mtenbroek,,,73,9,0.246753,0.271939,0,,,,
@mth5991,,,5288,8,0.282383,0.319626,0,,,,
@Mtherfckerjones,,,1899,9,0.222447,0.243925,0,,,,
@cass3333,,,1899,0,0,0,0,,,,
@PoliticalDoggy,,,1899,9,0.223988,0.246324,14.366667,,,,
@MTholmer,,,786,8,0.284039,0.323373,0,,,,
@mthrlwd,,,1560,9,0.223246,0.243449,0,,,,
@mtkaren,,,5289,8,0.282383,0.319626,0,,,,
@mtngma,,,1426,8,0.284421,0.32619,0,,,,
@mtnpoet,,,49,9,0.246753,0.271939,0,,,,
@MTorganizer,,,5107,8,0.283129,0.321592,0,1,0,0,anti
@mtskullcrusher,,,1426,8,0.285533,0.330201,10.5,3,0,0,anti
@z56po,,,345,8,0.283887,0.323252,16,0,1,,
@mttyspn,,,54,8,0.283301,0.323067,0,1,0,1,anti
@muchwilder,,,5290,8,0.282383,0.319626,0,,,,
@mud_made1419,,,73,9,0.228392,0.247577,0,,,,
@muddavugger1,,,49,9,0.245516,0.266657,0,,,,
@Abbykat,,,49,0,0,0,0,,,,
@blerms,,,49,0,0,0,0,,,,
@Mudfish1982,,,3370,8,0.294673,0.33396,0,,,,
@MUELLER2018,,,49,9,0.232595,0.255062,0,1,0,0,anti
@KatrinaPierson,,,49,0,0,0,0,0,1,,
@ROSEANNE,,,49,0,0,0,0,0,1,,
@MUFCUSCapital,,,345,9,0.26916,0.295708,0,,,,
@MuggleButt,,,4323,8,0.290473,0.330253,0,,,,
@MuhammedA1776,,,73,8,0.27942,0.31803,0,,,,
@muiry67,,,4323,8,0.291501,0.332552,0,,,,
@stop_playin_yo,,,4323,8,0.282383,0.319626,0,1,0,0,anti
@muisje1005,,,1343,8,0.282848,0.321183,0,,,,
@MukandDt,,,5291,9,0.246328,0.270269,0,1,0,1,anti
@MulcahyA,,,5292,8,0.282383,0.319626,0,,,,
@muldowney_jim,,,616,8,0.284511,0.324845,0,1,0,0,anti
@MulryAidan,,,4039,8,0.283312,0.322733,0,,,,
@Zander9899,,,4039,0,0,0,0,,,,
@MumraTELiving,,,5293,8,0.282383,0.319626,0,,,,
@munchee10,,,2774,8,0.29527,0.335676,0,,,,
@Munchkinsnana,,,1560,9,0.223246,0.243449,0,,,,
@munciewolves,,,1253,8,0.283117,0.32192,1.666667,,,,
@MundyCharles,,,4323,8,0.293801,0.335185,0,,,,
@munimchoudhury,,,73,8,0.284887,0.325863,0,1,0,0,anti
@J58golf,,,73,0,0,0,0,,,,
@munson15fan,,,345,8,0.286088,0.325375,0,,,,
@murda__________,,,73,1,1,1,0,1,0,0,anti
@MurphyKeith,,,5294,1,1,1,0,,,,
@atimm1107,,,5294,0,0,0,0,,,,
@MURTWITNESSONE,,,5295,8,0.282383,0.319626,0,,,,
@musashi7711,,,1560,10,0.183759,0.200117,0,,,,
@therealroseanneMattMcNeilShow,,,1560,0,0,0,0,,,,
@Muse2Pharaoh,,,5296,8,0.286277,0.327654,0,2,0,2,anti
@MushadaMama,,,474,8,0.28275,0.321156,0,,,,
@musicman08,,,5297,9,0.246328,0.270269,0,1,0,1,anti
@MusicNTutor,,,96,1,1,1,0,,,,
@Aye_Dionne,,,96,0,0,0,0,,,,
@musicoflife100,,,786,8,0.285808,0.32637,0,,,,
@Maryhig65886710,,,786,0,0,0,0,,,,
@musingsofmegan,,,5298,9,0.246328,0.270269,0,,,,
@Muslim76891540,,,133,8,0.30661,0.345634,0,1,0,1,anti
@zoeziz,,,96,8,0.300258,0.347762,171.913095,,,,
@Muzyk_Lover,,,5299,8,0.282383,0.319626,0,,,,
@MuzzyRS,,,5300,8,0.282383,0.319626,0,,,,
@mvh234,,,474,9,0.223246,0.244213,0,,,,
@mviser,,,1426,9,0.296314,0.334995,627,,,,
@iamfonda,,,1426,0,0,0,0,,,,
@juliemason,,,1426,0,0,0,0,,,,
@Sethrogen,,,1426,0,0,0,0,,,,
@mw4300,,,5301,8,0.282383,0.319626,0,,,,
@mwalsh05113463,,,5302,8,0.282848,0.321183,0,,,,
@HighPointsUSA,,,5302,0,0,0,0,,,,
@mwaNYNY,,,5303,1,1,1,0,1,0,3,unclear/neutral
@PolitikMasFina,,,5303,0,0,0,0,0,1,,
@mward212,,,5304,8,0.282383,0.319626,0,,,,
@MWChin,,,5305,9,0.246328,0.270269,0,2,0,0,anti
@Mwforhr,,,5306,8,0.282383,0.319626,0,2,0,1,anti
@MWiccacoolmom,,,5307,8,0.294197,0.332432,0,,,,
@mwktx,,,5308,8,0.282383,0.319626,0,,,,
@mwlauster,,,3758,1,1,1,0,,,,
@MWPryce,,,1426,8,0.283871,0.322781,0,,,,
@MwRoberts3,,,5309,8,0.282383,0.319626,0,,,,
@My_December21,,,5310,1,1,1,0,,,,
@ThatGirl_Avia,,,5310,0,0,0,0,,,,
@My_Play_Time,,,3112,1,1,1,0,1,0,3,unclear/neutral
@Abbiem85569707,,,3112,0,0,0,0,0,1,,
@My3Konni,,,5311,8,0.282383,0.319626,0,,,,
@My4Grandsons1,,,2774,8,0.284047,0.325587,0,,,,
@my57award,,,96,8,0.282383,0.319626,0,,,,
@my5fireflies,,,96,8,0.28045,0.320007,0,,,,
@myalch,,,5312,8,0.282383,0.319626,0,,,,
@myalexbecerra,,,663,8,0.287582,0.330357,0,1,0,5,pro
@MyAlliesNews,,,5313,8,0.282566,0.320773,0,1,0,3,unclear/neutral
@ha,,,5313,0,0,0,0,,,,
@myawesomelife4,,,5314,8,0.284054,0.324675,0,,,,
@PolticalAtheist,,,5314,0,0,0,0,,,,
@mybrainibm,,,567,1,1,1,0,,,,
@MyBuckaroo,,,133,9,0.221493,0.24133,0,1,0,3,unclear/neutral
@MyCatsMuse,,,3370,8,0.286322,0.328784,0,1,0,1,anti
@alsm9,,,3370,0,0,0,0,,,,
@mychiarinotion,,,5315,8,0.282383,0.319626,0,,,,
@MyConservatism,,,61,8,0.283582,0.324997,0,,,,
@Gimpmaker,,,61,0,0,0,0,,,,
@MyCounsinVin,,,5316,1,1,1,0,1,0,5,pro
@mydogbruno,,,345,1,1,1,0,1,0,3,unclear/neutral
@mydogskylar,,,4039,9,0.2211,0.240549,0,,,,
@myerslee85,,,1560,8,0.302469,0.34077,0,0,1,,
@StarMakerBolin,,,1560,8,0.309909,0.348648,32.833333,2,0,0,anti
@Myfathetsguitar,,,4323,8,0.28275,0.321156,0,,,,
@myfavoritenana,,,2010,1,1,1,0,,,,
@myfeldman,,,345,8,0.28275,0.321156,0,,,,
@myfiteuphoria,,,5317,8,0.282383,0.319626,0,,,,
@myfr33d0ms,,,5318,9,0.246328,0.270269,0,,,,
@myfreedomikeep,,,5319,8,0.282383,0.319626,0,1,0,0,anti
@MyFreedomofMind,,,96,8,0.286934,0.330337,0,,,,
@myincorrectness,,,5320,8,0.282848,0.321183,0,,,,
@FrazyGulpsbalz,,,5320,0,0,0,0,,,,
@MyIndianFamily,,,3608,8,0.282848,0.321183,0,1,0,0,anti
@MyInfiniteHeart,,,345,8,0.28275,0.321156,0,,,,
@MyInfo32835591,,,3597,8,0.283312,0.322733,0,,,,
@csgraphicsusa,,,3597,0,0,0,0,,,,
@Myinfo941454043,,,5321,9,0.246328,0.270269,0,,,,
@myjodola08,,,54,8,0.285621,0.33035,0,1,0,1,anti
@HKecia,,,54,0,0,0,0,,,,
@labounty1958,,,54,0,0,0,0,0,1,,
@MyKai1111,,,73,2,0.75,0.833333,0,1,0,1,anti
@MykeyCantona7,,,4323,8,0.283312,0.322733,0,,,,
@vw_ginna,,,4323,0,0,0,0,,,,
@MyKeyJC,,,49,9,0.256203,0.298958,0,1,0,1,anti
@MyLadyKat,,,5322,1,1,1,0,1,0,5,pro
@Sarahnator83,,,5322,0,0,0,0,0,1,,
@mylastsoberduck,,,5323,8,0.282383,0.319626,0,,,,
@MylesEula,,,2651,11,0.160557,0.170165,0,,,,
@MyLiberty2020,,,5324,1,1,1,0,,,,
@mylilscholars,,,4323,8,0.283854,0.322226,0,1,0,5,pro
@mymanhenri,,,5325,1,1,1,0,,,,
@Dart_Adams,,,5325,0,0,0,0,0,1,,
@mymia59,,,345,9,0.253783,0.277281,0,,,,
@mymindsprayz,,,5326,8,0.282383,0.319626,0,,,,
@MyPlace4U,,,73,9,0.230084,0.254541,0,,,,
@Myraceisamerica,,,2651,8,0.307098,0.350321,0,,,,
@1040Chris,,,2651,0,0,0,0,,,,
@MyRedBeetle,,,96,8,0.286277,0.326393,0,,,,
@Myrydyan1,,,663,8,0.287429,0.331371,1,,,,
@squealandgiggle,,,663,0,0,0,0,,,,
@valsfedup,,,663,8,0.287247,0.330272,0,,,,
@mysevensisters,,,2651,1,1,1,0,1,0,1,anti
@AP_Politics,,,2651,0,0,0,0,0,1,,
@myshaela,,,133,8,0.295484,0.344084,0,1,0,5,pro
@MyShareWon,,,96,8,0.287671,0.330364,0,,,,
@MySoulPanteth,,,3608,8,0.284516,0.326207,0,,,,
@aimeedowns97,,,3608,0,0,0,0,,,,
@BEARDY4LIFE,,,3608,0,0,0,0,,,,
@mysticends,,,5327,8,0.282383,0.319626,0,,,,
@MystiSaint,,,1560,9,0.223246,0.243449,0,,,,
@Mystralfire,,,73,9,0.254766,0.274113,0,,,,
@dreanorth,,,73,0,0,0,0,,,,
@mystryluvsco,,,5328,8,0.282566,0.320773,0,1,0,0,anti
@mysweetpeas05,,,73,9,0.229199,0.251013,0,,,,
@hellmart,,,73,0,0,0,0,,,,
@MindOfCrucifix,,,73,0,0,0,0,,,,
@MyTakeOnThis61,,,1899,8,0.283409,0.321998,0,,,,
@mythicburritoz,,,786,9,0.220877,0.239027,0,,,,
@MyTruthStorm,,,5329,8,0.282383,0.319626,0,1,0,1,anti
@MyViewMary,,,5962,8,0.28441,0.323296,0,,,,
@Mz_Browneyz76,,,5330,8,0.282383,0.319626,0,,,,
@Mz_Purdy1982,,,5331,8,0.282566,0.320773,0,1,0,3,unclear/neutral
@MzBrownShugah,,,1899,10,0.193792,0.206287,0,,,,
@MzDecember4,,,5332,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@MzDivah67,,,73,8,0.29737,0.342269,0,,,,
@MZGreenOfficial,,,96,8,0.28918,0.336222,0,0,1,,
@travkee,,,96,8,0.28918,0.336222,0,1,0,3,unclear/neutral
@MZiets,,,1836,1,1,1,0,1,0,3,unclear/neutral
@MzMollyAnna,,,5333,1,1,1,0,1,0,3,unclear/neutral
@B754344255,,,5333,0,0,0,0,0,1,,
@MzNenaBabii,,,5334,8,0.282848,0.321183,0,,,,
@Pooh81Editon,,,5334,8,0.282848,0.321183,0,,,,
@MzSailiante,,,1899,8,0.287377,0.331216,0,1,0,0,anti
@MzSauci,,,5335,8,0.282383,0.319626,0,1,0,1,anti
@mzstephens0929,,,5336,8,0.282383,0.319626,0,,,,
@MzTeel,,,5337,8,0.282566,0.320773,0,,,,
@mzzlzz,,,5338,9,0.239429,0.260432,0,,,,
@N_icoleEve,,,5339,8,0.282383,0.319626,0,,,,
@n_maxwell521,,,5340,8,0.282383,0.319626,0,,,,
@N_Ver_Sean,,,9,8,0.293138,0.333136,0,,,,
@BabsMallory,,,1899,0,0,0,0,,,,
@N3MO83,,,54,8,0.284135,0.325188,0,,,,
@N605290,,,1560,9,0.223246,0.243449,0,1,0,1,anti
@n8turphotochick,,,5341,8,0.282383,0.319626,0,,,,
@n8tvegranny,,,5342,1,1,1,0,,,,
@NabetseMH,,,5343,8,0.282383,0.319626,0,,,,
@nabindoc,,,5344,8,0.282383,0.319626,0,,,,
@letsallkneel,,,474,0,0,0,0,0,1,,
@nacholawbre,,,1560,9,0.223246,0.243449,0,,,,
@NachoMamaYay,,,5962,8,0.28441,0.323296,0,,,,
@nad1223,,,5345,1,1,1,0,,,,
@nadeemmir2545,,,73,8,0.282848,0.321183,0,,,,
@Nadine02177105,,,96,8,0.290625,0.339549,0,1,0,5,pro
@NaggingNurse,,,61,8,0.283775,0.324276,0,1,0,3,unclear/neutral
@nailahw_xx,,,5346,8,0.282383,0.319626,0,,,,
@nainajolie,,,5347,8,0.282383,0.319626,0,,,,
@Nak93531286,,,5348,1,1,1,0,1,0,3,unclear/neutral
@JoyceWhiteVance,,,5348,0,0,0,0,0,1,,
@naliboff,,,3608,9,0.220596,0.238429,0,1,0,1,anti
@Named_Desire50,,,5349,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@nameisstephanie,,,5350,8,0.282383,0.319626,0,,,,
@nameshiv,,,54,8,0.286344,0.328624,0,,,,
@bushidobrandan,,,54,0,0,0,0,,,,
@nametagsHOCKEY,,,5351,1,1,1,0,,,,
@HannahElizaB_,,,5351,0,0,0,0,,,,
@NamoInExile,,,5352,9,0.24011,0.26365,0,,,,
@thelauracoates,,,5352,0,0,0,0,,,,
@namseer,,,663,9,0.249005,0.272441,0,1,0,1,anti
@cja1764,,,663,0,0,0,0,,,,
@nan4tjn,,,61,8,0.283117,0.321729,0,1,0,3,unclear/neutral
@Nanacjj,,,5314,8,0.297943,0.338397,0,,,,
@nanawake,,,5353,8,0.282383,0.319626,0,,,,
@NanaWithSoul,,,9,1,1,1,0,1,0,3,unclear/neutral
@nanciefox,,,5354,8,0.282383,0.319626,0,,,,
@Nancnc,,,1426,8,0.284884,0.327718,0,1,0,0,anti
@nancy_cocchiola,,,474,8,0.284142,0.325035,0,,,,
@Nancy_H1122,,,54,8,0.28535,0.326876,0,,,,
@NancyCarolan5,,,5355,8,0.283871,0.323539,0,,,,
@therealroseannerez512,,,5355,0,0,0,0,,,,
@NancyDCallahan,,,133,8,0.307368,0.34748,0,1,0,5,pro
@nancygill,,,2774,8,0.283312,0.322733,0,,,,
@NancyHannoch,,,345,1,1,1,0,1,0,3,unclear/neutral
@nancyjeanbell,,,5356,1,1,1,0,1,0,3,unclear/neutral
@NancyMo80920833,,,174,8,0.283312,0.322733,0,,,,
@nancyrice5,,,2010,2,0.666667,0.75,0,1,0,3,unclear/neutral
@nancysuzyq,,,49,9,0.221551,0.241349,0,,,,
@NancyThomas17,,,345,9,0.253783,0.277281,0,,,,
@nancywyuen,,,5357,1,1,1,0,,,,
@Chanders,,,5357,0,0,0,0,,,,
@noor_halabi,,,5357,0,0,0,0,,,,
@nand0garza,,,5358,8,0.282383,0.319626,0,,,,
@nanettejw,,,2687,9,0.232398,0.25153,0,,,,
@nangerbino,,,1978,9,0.221605,0.241709,0,,,,
@therealroseanneolga__mclean,,,1978,0,0,0,0,,,,
@NaniaMania2,,,4323,8,0.297405,0.34103,0,,,,
@NanInKansas,,,5359,8,0.282566,0.320773,0,,,,
@Nanner555,,,5360,8,0.282566,0.320773,0,,,,
@nannie_six,,,5361,8,0.283031,0.322328,0,1,0,0,anti
@aspirational12,,,5361,0,0,0,0,0,1,,
@nanute,,,5314,8,0.298408,0.339868,0,,,,
@browntom1234,,,5314,0,0,0,0,,,,
@naomiwashburn,,,2010,1,1,1,0,,,,
@NaoShadowpaws,,,474,8,0.283679,0.324255,0,1,0,3,unclear/neutral
@SpittingBack,,,474,8,0.283215,0.322709,0,1,1,0,anti
@napafolie,,,5314,8,0.298408,0.339868,0,,,,
@napgonzo,,,54,8,0.284244,0.324715,0,2,0,1.5,anti
@GlorfiedGirl,,,54,0,0,0,0,,,,
@NaplesAlleycat,,,61,8,0.284047,0.324826,0,1,2,1,anti
@nysports1975,,,61,8,0.284047,0.324826,0,0,3,,
@TheRealMadGib2,,,61,8,0.284047,0.324826,0,3,1,1,anti
@Naplesryder,,,2010,9,0.242762,0.269492,0,1,0,1,anti
@nappiloc,,,5362,9,0.246328,0.270269,0,,,,
@NappySamurai,,,5363,8,0.282383,0.319626,0,,,,
@Naptown61,,,5364,8,0.282383,0.319626,0,,,,
@naptowncolts,,,5365,8,0.282383,0.319626,0,,,,
@Narciso1978,,,474,8,0.282566,0.320773,0,1,0,1,anti
@NardoneJulie,,,5366,8,0.282383,0.319626,0,,,,
@Nardski69,,,5367,8,0.282383,0.319626,0,,,,
@narimanian,,,61,9,0.220819,0.239192,0,,,,
@Narrative_Arc,,,5368,8,0.282383,0.319626,0,1,0,1,anti
@NASCARBlueStar,,,5369,9,0.246328,0.270269,0,1,0,1,anti
@nashjones73,,,5370,8,0.282383,0.319626,0,,,,
@NashobaNowa,,,5371,8,0.282383,0.319626,0,,,,
@nasirstkn,,,5372,1,1,1,0,,,,
@ABC10,,,5372,0,0,0,0,,,,
@NastyJenni,,,5373,8,0.282383,0.319626,0,,,,
@nastylibtard,,,5374,9,0.239429,0.260432,0,,,,
@NastyNEGirl,,,54,8,0.283301,0.323067,0,,,,
@nastywomannn,,,5375,8,0.282383,0.319626,0,,,,
@Nat_Just_Nat,,,5376,8,0.282383,0.319626,0,,,,
@Natalie1492,,,1978,9,0.240944,0.265296,0,1,0,3,unclear/neutral
@therealroseanneJTMYVA,,,1978,0,0,0,0,,,,
@Natalie352,,,663,8,0.289695,0.332044,0,,,,
@NatalieAndJer04,,,54,8,0.282933,0.321538,0,,,,
@NatalieJoPrewi1,,,345,8,0.28479,0.325244,14.75,,,,
@natashanelson82,,,1560,9,0.223246,0.243449,0,1,0,3,unclear/neutral
@Nataya,,,49,9,0.239846,0.262125,0,,,,
@natedaawwwgggg,,,5377,8,0.282383,0.319626,0,,,,
@Natedawg649,,,5378,8,0.282383,0.319626,0,,,,
@NateMBeltran,,,4323,8,0.290473,0.330253,0,1,0,3,unclear/neutral
@NatesJukeJoint,,,4039,1,1,1,0,,,,
@NateThaGreatest,,,5379,8,0.282383,0.319626,0,,,,
@NateuralLite,,,5380,8,0.282383,0.319626,0,,,,
@NathanDanczak,,,1426,8,0.285714,0.328882,0,,,,
@NathanKollander,,,4323,8,0.28275,0.321156,0,,,,
@TheLateMrsHunt,,,474,0,0,0,0,,,,
@nathanroden,,,1426,8,0.284884,0.327718,0,,,,
@DopealiciousJ,,,1426,0,0,0,0,,,,
@nathantyree,,,5381,8,0.282848,0.321183,0,,,,
@NathinSane,,,5382,1,1,1,0,,,,
@birds_____,,,5382,0,0,0,0,,,,
@Swainstache_CR,,,5382,0,0,0,0,,,,
@NatIG85949573,,,2687,8,0.282848,0.321183,0,1,0,1,anti
@nativepuma,,,5383,8,0.282383,0.319626,0,,,,
@NatLoveTenn,,,5384,9,0.246328,0.270269,0,,,,
@NatorMVP,,,5385,8,0.282383,0.319626,0,1,0,1,anti
@natoya_lashay,,,5386,1,1,1,0,,,,
@pLAYdaCardsRite,,,5386,0,0,0,0,,,,
@NattLaaw,,,5387,3,0.695652,0.802083,0,,,,
@BAlldred,,,5387,0,0,0,0,,,,
@BibiBou1311,,,5387,0,0,0,0,,,,
@EleonorR6,,,5387,0,0,0,0,,,,
@LuciferContest,,,5387,0,0,0,0,,,,
@MairyLeo,,,5387,0,0,0,0,,,,
@NicolePfeifer84,,,5387,0,0,0,0,,,,
@PaxPippa,,,5387,1,1,1,7,,,,
@sayasajo,,,5387,2,0.75,0.833333,3,,,,
@tm9013,,,5387,0,0,0,0,,,,
@X_Steph27,,,5387,0,0,0,0,,,,
@NatTowsen,,,5388,8,0.282383,0.319626,0,,,,
@NatttGeo,,,616,1,1,1,0,,,,
@Star_Star_Girl,,,616,0,0,0,0,,,,
@Natty_Bumppo45,,,474,1,1,1,0,,,,
@nattyannletter,,,345,9,0.253783,0.277281,0,1,0,1,anti
@nattyyreality,,,5389,1,1,1,0,1,0,3,unclear/neutral
@nattyyyFbabyyy,,,5390,8,0.282383,0.319626,0,,,,
@NavinJohnsonIII,,,5391,8,0.282383,0.319626,0,,,,
@navpreetc,,,5392,8,0.282383,0.319626,0,,,,
@NavygirlLaura,,,61,9,0.220877,0.239027,0,,,,
@Navylife84,,,2774,8,0.286465,0.328801,0,,,,
@NAWParty,,,54,9,0.239692,0.261961,0,,,,
@naxalite,,,5393,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@NazarethSteve,,,4323,8,0.29028,0.329107,0,1,0,3,unclear/neutral
@NazNt1786,,,2651,9,0.255569,0.286808,0,1,0,1,anti
@nbaguru_86,,,4323,9,0.26581,0.308578,6,1,1,3,unclear/neutral
@nbatitlechase1,,,616,9,0.283363,0.34388,0,9,0,1.5555555555555556,anti
@DaveWeasel,,,616,0,0,0,0,,,,
@page88,,,616,0,0,0,0,,,,
@NBCMontana,,,474,1,1,1,0,1,0,5,pro
@POTUS44,,,474,0,0,0,0,0,1,,
@emmakennytv,,,49,0,0,0,0,,,,
@Nbell3,,,133,10,0.209213,0.225748,0,,,,
@NBK70867954,,,5394,8,0.282383,0.319626,0,,,,
@NBMDUS,,,3597,8,0.282848,0.321183,0,,,,
@NBridwellWriter,,,54,8,0.283301,0.323067,0,1,0,0,anti
@mike4354,,,2774,0,0,0,0,,,,
@omgness4real,,,2774,0,0,0,0,,,,
@NC5,,,5395,1,1,1,0,,,,
@CindyJo8904,,,5395,0,0,0,0,,,,
@NCcherie,,,5396,8,0.282383,0.319626,0,,,,
@NCfarmer321,,,2763,1,1,1,0,,,,
@ncpinetree2011,,,5397,8,0.282383,0.319626,0,,,,
@ncutchin,,,1253,8,0.279904,0.318926,0,,,,
@NdanisSpeaks,,,1426,8,0.285345,0.329239,0,1,0,3,unclear/neutral
@ndaring79,,,5398,8,0.282383,0.319626,0,,,,
@ndevic,,,5962,1,1,1,0,1,0,3,unclear/neutral
@NDfan1981,,,61,8,0.284054,0.324675,0,,,,
@ndfarms,,,1560,9,0.232964,0.255655,0,,,,
@ndiaz711,,,96,8,0.286745,0.329193,0,1,0,5,pro
@NDIrish2010,,,54,8,0.287364,0.333759,0,,,,
@Nealisha12,,,474,9,0.260618,0.291348,0,1,0,3,unclear/neutral
@nealkane,,,5399,8,0.282383,0.319626,0,1,0,1,anti
@necrophiliadeli,,,1560,8,0.284416,0.326348,0,1,0,3,unclear/neutral
@RacerX57217102,,,1560,8,0.284416,0.326348,0,1,1,3,unclear/neutral
@nectargirl,,,3370,8,0.283592,0.323137,0,,,,
@Needansunerose,,,5400,1,1,1,0,,,,
@brian_vales,,,5400,0,0,0,0,,,,
@NeedMeBalls,,,1426,8,0.285256,0.326271,0,,,,
@oasisupernova,,,1426,8,0.283592,0.323137,6,1,0,3,unclear/neutral
@Runerforlyfe,,,1426,2,0.8,0.875,3,,,,
@vanesstvlvr,,,1426,8,0.282383,0.319626,0,,,,
@Neelakaj,,,54,8,0.283301,0.323067,0,,,,
@NeelLane,,,4029,1,1,1,0,,,,
@Neener86,,,786,8,0.284251,0.323627,444,,,,
@nefaeriest,,,1560,9,0.223246,0.243449,0,,,,
@neff630,,,5401,9,0.246328,0.270269,0,,,,
@NeffeHeart,,,9,8,0.290861,0.326444,0,,,,
@NeganWins,,,133,8,0.320513,0.366341,0,2,0,1.5,anti
@negasonic2018,,,474,8,0.28488,0.328642,0,,,,
@negmarm,,,5402,8,0.282383,0.319626,0,,,,
@NegusHamitic,,,49,9,0.222446,0.244971,0,,,,
@Neil_YXE,,,5962,8,0.28441,0.323296,0,2,0,3,unclear/neutral
@neilbv11,,,4323,8,0.30341,0.344703,0,,,,
@NeilCovey,,,5403,8,0.282383,0.319626,0,,,,
@NeiljaHarewood,,,1560,9,0.264721,0.306386,0,2,0,2,anti
@neilsnds,,,3608,8,0.283495,0.323875,0,,,,
@VeeCee30,,,3608,0,0,0,0,,,,
@neiltcrewdson,,,5404,8,0.282383,0.319626,0,,,,
@NeiseePeezy,,,5405,0,0,0,0,,,,
@NeKap,,,5406,0,0,0,0,,,,
@nellalda,,,474,8,0.28637,0.326692,0,,,,
@nelle88belle,,,5407,1,1,1,0,1,0,3,unclear/neutral
@NellSco,,,5408,8,0.282383,0.319626,0,,,,
@Nellusion,,,73,9,0.228408,0.247214,0,1,0,0,anti
@nelstrid,,,5409,8,0.282383,0.319626,0,,,,
@Nemo61A,,,4323,8,0.297814,0.341683,0,1,0,1,anti
@nemofeb,,,73,10,0.182845,0.19474,0,1,0,1,anti
@NemoNgwu,,,2774,8,0.284511,0.327123,0,,,,
@nenocenturion,,,5410,8,0.282383,0.319626,0,1,0,0,anti
@neogreenlantern,,,5411,8,0.282383,0.319626,0,,,,
@NeonBeaver,,,5412,8,0.282566,0.320773,0,,,,
